AUTHORISATION ID / PERMIT ID,PRIMARY INDUSTRY ACTIVITY DESCRIPTION,OPERATOR NAME,SITE ADDRESS,SITE POSTCODE,EASTING,NORTHING,EA AREA NAME,ROUTE NAME,SUBSTANCE NAME,REPORTING THRESHOLD (kg),QUANTITY RELEASED (kg),REGULATED INDUSTRY SECTOR,REGULATED INDUSTRY SUB SECTOR,PNEC (??g/L),Latitude,Longitude,REGION,Year,ACTIVITY DESCRIPTION,EA AREA NAME LABEL,ROUTE NAME LABEL,REGULATED INDUSTRY SECTOR LABEL,REGULATED INDUSTRY SUB SECTOR LABEL
CNTM.2237,,THAMES WATER UTILITIES LTD,SLOUGH STW,SL1 9EB,494100,179200,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.50391064,-0.645628767,South East,2016,,,,,
A1112/K/00,,Southern Water,"Broomfield Bank WTW, Folkestone Road, Church Hougham, Dover, Kent",CT15 7AB,628500,140100,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.11460863,1.263343594,South East,2016,,,,,
XP3636KW,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Gerrards Cross Landfill Site Oxford Road Gerrards Cross Buckinghamshire,SL9 8TE,497620,189190,Hertfordshire and North London,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.59311122,-0.592161072,South East,2016,,,,,
AWCNF10296,,Anglian Water,Cotton Valley STW,,488630,241460,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.06443452,-0.70853596,South East,2016,,,,,
CNTD.0044,,THAMES WATER UTILITIES LTD,ESHER STW,KT10 8AU,513500,166000,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.38171143,-0.370459257,South East,2016,,,,,
CTCR.1340,,THAMES WATER UTILITIES LTD,CRAWLEY STW,RH10 3NW,528800,140200,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.14658044,-0.160005597,South East,2016,,,,,
A569/H/90,,Southern Water,Peel Common STW,PO14 2LJ,456500,103300,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.82648981,-1.199182538,South East,2016,,,,,
A726/IOW/97,,Southern Water,Sandown STW (Ventnor/Bembridge),PO36 8DE,460270,85220,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.66354155,-1.148614865,South East,2016,,,,,
A857/S/P/98,,Southern Water,Bexhill & Hastings STW,TN32 8AY,577300,109200,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.85513774,0.517620778,South East,2016,,,,,
A720/K/97,,Southern Water,Motney Hill STW,ME8 7UA,582950,168380,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.38497551,0.627808443,South East,2016,,,,,
COPA/5586,,Southern Water,Millbrook STW,SO15 0HH,438850,112600,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.91156573,-1.448776706,South East,2016,,,,,
A805/K/98,,Southern Water,Ashford STW,TN25 9QB,602020,143250,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.15283806,0.887320109,South East,2016,,,,,
A74/S/87,,Southern Water,Portobello STW (Brighton),BN10 7BD,539300,101460,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.79597145,-0.02481222,South East,2016,,,,,
RP26/73,,Southern Water,Aylesford STW,ME20 7DA,572100,159500,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.30859458,0.467751906,South East,2016,,,,,
CAWM.0942,,THAMES WATER UTILITIES LTD,READING STW,RG2 0RP,471100,170800,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.43175105,-0.978626842,South East,2016,,,,,
CNTD.0024,,THAMES WATER UTILITIES LTD,CAMBERLEY STW,GU15 3DE,485800,159500,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.32813663,-0.769943137,South East,2016,,,,,
CTCR.0875,,THAMES WATER UTILITIES LTD,BASINGSTOKE STW,RG24 8LL,468000,155200,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.29188113,-1.026190905,South East,2016,,,,,
A1107/S/CH/99,,Southern Water,East Worthing STW,BN11 2SA,516930,103610,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.8202381,-0.341384791,South East,2016,,,,,
CP3435PR,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",S Grundon (Waste) Limited,Star Works Landfill Site Star Lane Knowle Hill Reading Berkshire,RG10 9XY,482020,179530,Thames,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.50875703,-0.819554349,South East,2016,,,,,
JP3890VC,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,Hazardous Waste Management Ltd,Four Dells Waste Facility Poles Lane Otterbourne Hampshire,SO21 2DY,445440,172430,Solent and South Downs,Wastewater,Benzo(a)pyrene,1,0,Waste treatment,Hazardous,,51.4490402,-1.347500365,South East,2016,,,,,
BU5208IJ,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Ltd,Blue Haze Land Fill Somerley Ringwood Hampshire,BH24 3QE,412090,107640,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.86813923,-1.82956417,South East,2016,,,,,
CP3936LL,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,Viridor Waste (Thames) Ltd,Camberley Treatment Plant Camberley Sewage Treatment Works Doman Road Surrey,GU15 3DF,486230,159750,Thames,Wastewater,Benzo(a)pyrene,1,0,Waste treatment,Hazardous,,51.33031909,-0.763712681,South East,2016,,,,,
WP3438KV,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Springfield Farm Landfill Broad Lane Beaconsfield Buckinghamshire,HP9 1XD,493020,189290,Hertfordshire and North London,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.59478747,-0.658519746,South East,2016,,,,,
100311,,Wessex Water,BRISTOL (AVONMOUTH) STW,BS11 9AA,353250,179400,Wessex,Controlled Waters,Benzo(a)pyrene,1,2.85,Water Industry,Water Industry,,51.51158119,-2.675054415,South West,2016,,,,,
CP3731LZ,DISPOSAL OF > 50 T/D NON-HAZARDOUS WASTE (> 100 T/D IF ONLY AD) INVOLVING BIOLOGICAL TREATMENT,Plymouth City Council,Chelson Meadow Leachate Treatment Plant The Ride Plymouth Devon,PL9 7JA,250580,54460,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1,0,Landfill,other,,50.37101556,-4.102511064,South West,2016,,,,,
DP3834GW,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Commercial Recycling Limited,Southwood Landfill Site Evercreech Somerset,BA4 6LX,363920,137020,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Hazardous Landfill,,51.1313113,-2.517004785,South West,2016,,,,,
CNTD.0017,,THAMES WATER UTILITIES LTD,SWINDON STW,SN2 2DP,412700,185800,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.57092949,-1.818151787,South West,2016,,,,,
S/20/25430/R,,SEVERN TRENT WATER LTD,Cheltenham STW,GL51 0TH,389930,224860,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.92216852,-2.147834359,South West,2016,,,,,
300454,,SOUTH WEST WATER LTD,Plymouth Central STW,PL4 OPX,249800,53930,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.36605365,-4.113259912,South West,2016,,,,,
1229,,SOUTH WEST WATER LTD,EXETER STW (Countess Wear),EX2 7AA,294800,89000,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.69110642,-3.490710429,South West,2016,,,,,
200976,,SOUTH WEST WATER LTD,Brokenbury STW (TORBAY),TQ5 0LL,289750,56310,"Devon, Cornwall and the Isles of Scilly",Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.39629959,-3.552494779,South West,2016,,,,,
43091,,Wessex Water,POOLE STW,BH17 7BX,400700,93580,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.74182788,-1.991444522,South West,2016,,,,,
S/20/21356/R,,SEVERN TRENT WATER LTD,Netheridge CHP Plant Hempsted Lane Hempsted Gloucestershire,GL2 5LF,381110,215700,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.83958183,-2.27557936,South West,2016,,,,,
40415,,Wessex Water,BOURNEMOUTH (Holdenhurst) STW,BH7 7ES,413300,95230,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.75651622,-1.812815436,South West,2016,,,,,
BX4054ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",VIRIDOR WASTE MANAGEMENT LTD,Trigon Landfill Bere-Regis To Wareham Road Nr Wareham Dorset,BH20 7PB,389600,89400,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,50.70414374,-2.148637222,South West,2016,,,,,
QP3230LE,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",WESTCOMBE WASTE LTD,WHISCOMBE HILL LANDFILL SITE WESTCOMBE HILL SOMERTONFIELD ROAD SOMERSET,TA11 6PZ,346500,129300,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.06053264,-2.764790934,South West,2016,,,,,
10005,,Wessex Water,BATH (SALTFORD) STW,BS31 3ER,368900,168800,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.41735548,-2.448613053,South West,2016,,,,,
100334,,Wessex Water,WESTON SUPER MARE STW,BS24 0AP,331100,156900,Wessex,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.30702901,-2.98981133,South West,2016,,,,,
BK6858ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Viridor Waste Management Limited,Sands Farm Landfill Sand Pit Road Calne Wiltshire,SN11 8TR,401500,170900,Wessex,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.43709555,-1.979810204,South West,2016,,,,,
S/06/55232/R,,SEVERN TRENT WATER LTD,Roundhill Sewage Treatment Wor Gibbett Lane Kinver West Midlands,DY7 6PX,303870,202830,West Midlands,Controlled Waters,Benzo(a)pyrene,1,1.02,Water Industry,Water Industry,,51.715932,-3.392880616,West Midlands,2016,,,,,
S/07/56066/R,,SEVERN TRENT WATER LTD,Worcester STW,WR2 4ZP,253530,384361,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.33582157,-4.201181535,West Midlands,2016,,,,,
T/01/21819/R,,SEVERN TRENT WATER LTD,Strongford Sewage Treatment Works Barlaston Old Road Barlaston Stoke On Trent Staffordshire,ST12 9EX,387930,339120,West Midlands,Controlled Waters,Benzo(a)pyrene,1,1.83,Water Industry,Water Industry,,52.9493237,-2.181084321,West Midlands,2016,,,,,
S/11/25151/R,,SEVERN TRENT WATER LTD,Coventry (Finham) STW,CV3 6SD,433600,273700,West Midlands,Controlled Waters,Benzo(a)pyrene,1,2.03,Water Industry,Water Industry,,52.36033366,-1.508030305,West Midlands,2016,,,,,
ZP3933LD,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Severn Waste Services Limited,"Hill and Moor Landfill Site Piddle Brook Lane Wyre Piddle,Pershore Worcester Worcestershire",WR10 2LW,396900,248400,West Midlands,Wastewater,Benzo(a)pyrene,1,2.5473,Landfill,Non Hazardous Landfill,,52.13389224,-2.046705579,West Midlands,2016,,,,,
T/10/35431/R,,SEVERN TRENT WATER LTD,Minworth Final ASP Effluent,B76 9BE,417150,291950,West Midlands,Controlled Waters,Benzo(a)pyrene,1,9.63,Water Industry,Water Industry,,52.52515799,-1.748652934,West Midlands,2016,,,,,
S/04/55141/R,,SEVERN TRENT WATER LTD,Rushmoor (Telford) STW,TF6 5EX,361300,313700,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.71955883,-2.5743799,West Midlands,2016,,,,,
S/13/25443/R,,SEVERN TRENT WATER LTD,Warwick STW,CV34 6QW,427770,262900,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.26356694,-1.594524975,West Midlands,2016,,,,,
BU2381IE,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Ling Hall Landfill Site Coal Pit Lane Lawford Heath Warwickshire,CB23 9HH,444500,273500,West Midlands,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,52.35776146,-1.348007349,West Midlands,2016,,,,,
VP3036GQ,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Sandy Lane Landfill Site Sandy Lane Wildmoor Bromsgrove Worcestershire,B61 0QT,395200,276290,West Midlands,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,52.38461889,-2.071948199,West Midlands,2016,,,,,
S/06/55146/R,,SEVERN TRENT WATER LTD,Kidderminster STW Oldington,DY11 7QL,382560,273750,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.36152489,-2.257525188,West Midlands,2016,,,,,
S/10/25304/R,,SEVERN TRENT WATER LTD,Rugby STW,CV21 1HF,449420,276350,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.38296081,-1.275351389,West Midlands,2016,,,,,
RP3231XX,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Tudor Griffiths Ltd,Wood Lane Landfill Wood Lane Ellesmere Shropshire,SY12 0HY,342200,332560,West Midlands,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,52.88737383,-2.860461847,West Midlands,2016,,,,,
S/06/55227/R,,SEVERN TRENT WATER LTD,Barnhurst STW,WV95HN,390000,301650,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.61253137,-2.149118878,West Midlands,2016,,,,,
T/08/35452/R,,SEVERN TRENT WATER LTD,Goscote STW,WS3 4DW,402190,301920,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.61504883,-1.96908888,West Midlands,2016,,,,,
T/08/09076/R,,SEVERN TRENT WATER LTD,Ray Hall Sand Filters STW,B43 6JE,402900,293700,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.54114945,-1.958671738,West Midlands,2016,,,,,
T/12/35338/R,,SEVERN TRENT WATER LTD,Coleshill STW,B46 1NX,419000,291000,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.5165567,-1.721439707,West Midlands,2016,,,,,
T/22/35463/R,,SEVERN TRENT WATER LTD,Tamworth STW,B79 8NN,418560,306760,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.65824932,-1.727045677,West Midlands,2016,,,,,
S/02/55324/R,,SEVERN TRENT WATER LTD,Shrewsbury Monkmoor STW,SY2 5TL,351840,313580,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.71771884,-2.714404066,West Midlands,2016,,,,,
BU9084IJ,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,"Candles Landfill Site 1 Dog Lane New Works,Little Wenlock Telford Shropshire",TF6 5AR,366400,307700,West Midlands,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,52.66596491,-2.498264518,West Midlands,2016,,,,,
T/24/35514/R,,SEVERN TRENT WATER LTD,Claymills Chp Plant Meadow Lane Clay Mills Nr Burton Staffordshire,DE13 0DB,426270,325780,West Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.82890968,-1.611547662,West Midlands,2016,,,,,
HP3736AW,"FERROUS METALS; HANDLING ETC >500,000 TONNES/12 MONTHS",Longs Steel UK Limited,Scunthorpe Integrated Iron And Steel Works Brigg Road Scunthorpe North Lincolnshire,DN16 1AU,491460,410290,East Midlands,Controlled Waters,Benzo(a)pyrene,1,5.8,Metals,Ferrous,,53.58123628,-0.620020732,Yorkshire and The Humber,2016,,,,,
T/81/45102/R,,SEVERN TRENT WATER LTD,Scunthorpe STW Yaddlethorpe,DN17 3PS,487292,405965,East Midlands,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.54308142,-0.684163917,Yorkshire and The Humber,2016,,,,,
BL4940IU,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Catplant Quarry Ltd,Hazel Lna Elandfill Hazel Lane Doncaster South Yorkshire,DN6 7EX,450100,410800,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.59139289,-1.244574137,Yorkshire and The Humber,2016,,,,,
BX1942IX,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Sandfield Gravel Company Ltd,Milegate Extension Landfill Site Catwick Lane Brandesburton Driffield East Ridings of Yorkshire,YO25 8SA,513100,447200,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.90862165,-0.279813742,Yorkshire and The Humber,2016,,,,,
UP3930NF,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING RECYCLING OR RECLAMATION OF INORGANIC MATERIALS OTHER THAN METALS OR METAL COMPOUNDS,Aggregate Industries Limited,Former Tinsley Sidings Europa Link Road Sheffield South Yorkshire,S9 1HF,439750,391300,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Waste treatment,Hazardous,,53.41701328,-1.403393744,Yorkshire and The Humber,2016,,,,,
UP3937FW,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Cawingredients Limited,Caw House Conygarth Way Leeming Bar Industrial Estate Northallerton North Yorkshire,DL7 9FD,428230,490060,Yorkshire,Controlled Waters,Benzo(a)pyrene,1,0,Food & Drink,Food & Drink,,54.30536922,-1.567666101,Yorkshire and The Humber,2016,,,,,
UP3937FW,TREATMENT AND PROCESSING (OTHER THAN PACKAGING) OF ONLY VEGETABLE RAW MATERIALS WITH A FINISHED PRODUCT CAPACITY > 300 T/D (OR 600 T/D FOR OPERATIONS LESS THAN 90 CONSECUTIVE DAYS IN ANY YEAR_,Cawingredients Limited,Caw House Conygarth Way Leeming Bar Industrial Estate Northallerton North Yorkshire,DL7 9FD,428230,490060,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Food & Drink,Food & Drink,,54.30536922,-1.567666101,Yorkshire and The Humber,2016,,,,,
UP3230LR,REFINING MINERAL OILS,Phillips 66 Limited,Humber Oil Refinery Eastfield Road South Killingholme Immingham South Humberside,DN40 3DW,516210,416450,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Refineries & Fuel,Refineries & Fuel,,53.63168418,-0.244063623,Yorkshire and The Humber,2016,,,,,
BV0627IL,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",North Lincolnshire Council,Conesby Quarry Landfill Normanby Road Scunthorpe North Lincolnshire,DN15 8QZ,489850,414500,Lincolnshire and Northamptonshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.61934413,-0.643119583,Yorkshire and The Humber,2016,,,,,
BX2388IF,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,CROFT FARM LANDFILL SITE ASKERN ROAD CARCROFT,DN6 8DE,455600,409700,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.58095364,-1.161686375,Yorkshire and The Humber,2016,,,,,
LP3434HA,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Bradley Park Waste Management Limited,Bradley Park Landfill Lower Quarry Road Huddersfield West Yorkshire,HD2 1FN,416350,421350,Yorkshire,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.68834894,-1.753899641,Yorkshire and The Humber,2016,,,,,
LP3434HA,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Bradley Park Waste Management Limited,Bradley Park Landfill Lower Quarry Road Huddersfield West Yorkshire,HD2 1FN,416350,421350,Yorkshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.68834894,-1.753899641,Yorkshire and The Humber,2016,,,,,
AW3TS519,,Anglian Water,Pyewipe (Grimsby) STW,,528280,413140,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.59913483,-0.063003576,Yorkshire and The Humber,2016,,,,,
VP3130BK,,ALAB ENVIRONMENTAL SERVICES LIMITED,NETTLETON BOTTOM QUARRY Rothwell Lincolnshire,LN7 6SR,512730,397880,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.46560447,-0.303351536,East Midlands,2017,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",,,,
AW5NF5179,,Anglian Water,Corby STW,,490600,288900,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.4905002,-0.667077027,East Midlands,2017,,,,,
ANNNF2073,,Anglian Water,Lincoln(Canwick) STW,,499810,370880,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.22559823,-0.506398278,East Midlands,2017,,,,,
AWNNF13052,,Anglian Water,Great Billing STW,,483280,261550,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.24584109,-0.78163915,East Midlands,2017,,,,,
LP3533LJ,,Crude Oil Terminals (Humber) Limited,Crude Oil terminals Ltd Tetney Oil Terminal Tetney Oil Terminal Tetney Lock Road Tetney Lincolnshire,DN36 5NX,532830,402210,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Refineries & Fuel,Refineries & Fuel,,53.49982028,0.00106907,East Midlands,2017,LOADING/STORAGE/TREATMENT ETC OF CRUDE OIL,,,,
T/64/45170/R,,SEVERN TRENT WATER LTD,Stoke Bardolph STW Nottingham,NG14 5HL,464730,342220,East Midlands,Controlled Waters,Benzo(a)pyrene,1,1.9,Water Industry,Water Industry,,52.97343473,-1.037524955,East Midlands,2017,,,,,
T/48/12074/R,,SEVERN TRENT WATER LTD,Derby Sewage Treatment Works Chp Plant Megaloughton Lane Spondon Derby Derbyshire,DE21 7BR,438830,343470,East Midlands,Controlled Waters,Benzo(a)pyrene,1,1.11,Water Industry,Water Industry,,52.98716657,-1.423035169,East Midlands,2017,,,,,
T/53/45014/R,,SEVERN TRENT WATER LTD,Wanlip Sewage Treatment Works Fillingate Wanlip Leicester Leicestershire,LE7 4PF,459760,311500,East Midlands,Controlled Waters,Benzo(a)pyrene,1,2.07,Water Industry,Water Industry,,52.69788886,-1.117140761,East Midlands,2017,,,,,
AWNNF13399,,Anglian Water,Broadholme STW,,494150,268750,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.3088025,-0.620468401,East Midlands,2017,,,,,
CNTD.0084,,THAMES WATER UTILITIES LTD,LUTON STW,LU1 5TS,512300,217800,Hertfordshire and North London,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.8475121,-0.371113535,East of England,2017,,,,,
CNTD.0071,,THAMES WATER UTILITIES LTD,MAPLE LODGE STW,WD3 9SQ,504200,192000,Hertfordshire and North London,Controlled Waters,Benzo(a)pyrene,1,1.61,Water Industry,Water Industry,,51.61719086,-0.496372735,East of England,2017,,,,,
CASM.0340,,Anglian Water,SOUTHEND ON SEA STW,,581900,190600,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.58489477,0.624173135,East of England,2017,,,,,
AEETS12128,,Anglian Water,Cliff Quay(Ipswich) STW,,617200,241900,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.03294922,1.16506007,East of England,2017,,,,,
AW4TF1789,,Anglian Water,Whitlingham(Norwich) STW,,627800,307700,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.61924889,1.363855621,East of England,2017,,,,,
AW1NF2460,,Anglian Water,Bedford STW,,508500,249600,East Anglia,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.13405864,-0.416204867,East of England,2017,,,,,
AW5NF5178,,Anglian Water,Flag Fen STW,,522140,298140,Lincolnshire and Northamptonshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,52.56738396,-0.199381261,East of England,2017,,,,,
