AUTHORISATION ID / PERMIT ID,PRIMARY INDUSTRY ACTIVITY DESCRIPTION,OPERATOR NAME,SITE ADDRESS,SITE POSTCODE,EASTING,NORTHING,EA AREA NAME,ROUTE NAME,SUBSTANCE NAME,REPORTING THRESHOLD (kg),QUANTITY RELEASED (kg),REGULATED INDUSTRY SECTOR,REGULATED INDUSTRY SUB SECTOR,PNEC (??g/L),Latitude,Longitude,REGION
CNTD.0072,,THAMES WATER UTILITIES LTD,DEEPHAMS STW,N9 0BA,535660,193170,Hertfordshire and North London,Controlled Waters,Fluoranthene,0.1,0.9,Water Industry,Water Industry,,51.62100913,-0.041776901,London
CASM.0040,,THAMES WATER UTILITIES LTD,HOGSMILL A STW,KT1 3BW,519200,168500,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,1.03,Water Industry,Water Industry,,51.40301333,-0.287753298,London
CASM.0040,,THAMES WATER UTILITIES LTD,HOGSMILL A STW,KT1 3BW,519200,168500,"Kent, South London and East Sussex",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.34,Water Industry,Water Industry,,51.40301333,-0.287753298,London
CSSA.0364,,THAMES WATER UTILITIES LTD,RIVERSIDE STW,RM13 8RL,551500,181900,Hertfordshire and North London,Controlled Waters,Benzo(a)pyrene,1,1.52,Water Industry,Water Industry,,51.51571312,0.182009069,London
CNTD.0085,,THAMES WATER UTILITIES LTD,MOGDEN STW,TW7 7LP,516800,175900,Hertfordshire and North London,Controlled Waters,Fluoranthene,0.1,1.6,Water Industry,Water Industry,,51.47002109,-0.319801422,London
CSSA.0362,,THAMES WATER UTILITIES LTD,Crossness Sewage Treatment Works Belvedere Road London Greater London,SE2 9AQ,549100,180670,"Kent, South London and East Sussex",Controlled Waters,Fluoranthene,0.1,1.68,Water Industry,Water Industry,,51.50529939,0.146927163,London
CSSV.0382,,THAMES WATER UTILITIES LTD,BEDDINGTON STW,CR0 4TH,529520,166318,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,1.72,Water Industry,Water Industry,,51.38114354,-0.140267568,London
CSSA.0364,,THAMES WATER UTILITIES LTD,RIVERSIDE STW,RM13 8RL,551500,181900,Hertfordshire and North London,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.97,Water Industry,Water Industry,,51.51571312,0.182009069,London
CSSV.0382,,THAMES WATER UTILITIES LTD,BEDDINGTON STW,CR0 4TH,529520,166318,"Kent, South London and East Sussex",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,2.23,Water Industry,Water Industry,,51.38114354,-0.140267568,London
CSSA.0360,,THAMES WATER UTILITIES LTD,BECKTON STW,IG11 0AD,545470,181670,Hertfordshire and North London,Controlled Waters,Fluoranthene,0.1,3.86,Water Industry,Water Industry,,51.51523004,0.095074299,London
CNTD.0072,,THAMES WATER UTILITIES LTD,DEEPHAMS STW,N9 0BA,535660,193170,Hertfordshire and North London,Controlled Waters,Benzo(a)pyrene,1,3.97,Water Industry,Water Industry,,51.62100913,-0.041776901,London
CNTD.0072,,THAMES WATER UTILITIES LTD,DEEPHAMS STW,N9 0BA,535660,193170,Hertfordshire and North London,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,5.14,Water Industry,Water Industry,,51.62100913,-0.041776901,London
CNTD.0085,,THAMES WATER UTILITIES LTD,MOGDEN STW,TW7 7LP,516800,175900,Hertfordshire and North London,Controlled Waters,Benzo(a)pyrene,1,7.05,Water Industry,Water Industry,,51.47002109,-0.319801422,London
CSSA.0362,,THAMES WATER UTILITIES LTD,Crossness Sewage Treatment Works Belvedere Road London Greater London,SE2 9AQ,549100,180670,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,7.38,Water Industry,Water Industry,,51.50529939,0.146927163,London
CNTD.0085,,THAMES WATER UTILITIES LTD,MOGDEN STW,TW7 7LP,516800,175900,Hertfordshire and North London,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,9.12,Water Industry,Water Industry,,51.47002109,-0.319801422,London
CSSA.0362,,THAMES WATER UTILITIES LTD,Crossness Sewage Treatment Works Belvedere Road London Greater London,SE2 9AQ,549100,180670,"Kent, South London and East Sussex",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,9.55,Water Industry,Water Industry,,51.50529939,0.146927163,London
CSSA.0360,,THAMES WATER UTILITIES LTD,BECKTON STW,IG11 0AD,545470,181670,Hertfordshire and North London,Controlled Waters,Benzo(a)pyrene,1,17,Water Industry,Water Industry,,51.51523004,0.095074299,London
CSSA.0360,,THAMES WATER UTILITIES LTD,BECKTON STW,IG11 0AD,545470,181670,Hertfordshire and North London,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,22,Water Industry,Water Industry,,51.51523004,0.095074299,London
EP3136GK,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Rainham Landfill Coldharbour Lane Off Ferry Lane Rainham Essex,RM13 9DA,552500,179500,Hertfordshire and North London,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,51.49388066,0.195372792,London
EP3136GK,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Limited,Rainham Landfill Coldharbour Lane Off Ferry Lane Rainham Essex,RM13 9DA,552500,179500,Hertfordshire and North London,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,51.49388066,0.195372792,London
25/04/1797,,NORTHUMBRIAN WATER LTD,Stressholme STW,UNKNOWN,428900,510400,North East,Controlled Waters,Fluoranthene,0.1,0.11,Water Industry,Water Industry,,54.48812312,-1.555398971,North East
255/1144,,NORTHUMBRIAN WATER LTD,HENDON STW,SR1 2ES,441049,555891,North East,Controlled Waters,Fluoranthene,0.1,0.19,Water Industry,Water Industry,,54.89607338,-1.361489979,North East
254/1920,,NORTHUMBRIAN WATER LTD,Wilton Teraphalic Plant Tees Dock Road Middlesbrough Redcar and Cleveland,TS6 6UE,457300,521270,North East,Controlled Waters,Fluoranthene,0.1,0.38,Water Industry,Water Industry,,54.5833927,-1.114938888,North East
235/1695,,NORTHUMBRIAN WATER LTD,Howdon Sewage Treatment Works Northumberland Dock Road Wallsend Tyne And Wear,NE28 0QD,433340,566290,North East,Controlled Waters,Fluoranthene,0.1,0.85,Water Industry,Water Industry,,54.99008932,-1.48048017,North East
255/1144,,NORTHUMBRIAN WATER LTD,HENDON STW,SR1 2ES,441049,555891,North East,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.09,Water Industry,Water Industry,,54.89607338,-1.361489979,North East
254/1920,,NORTHUMBRIAN WATER LTD,Wilton Teraphalic Plant Tees Dock Road Middlesbrough Redcar and Cleveland,TS6 6UE,457300,521270,North East,Controlled Waters,Benzo(a)pyrene,1,1.66,Water Industry,Water Industry,,54.5833927,-1.114938888,North East
JP3638HM,"FERROUS METALS; PRODUCING, MELTING OR REFINING",Sahaviriya Steel Industries UK Limited,Teeside Integrated Iron and Steelworks Steel House Redcar Teesside Cleveland,TS10 5QW,457690,524150,North East,Controlled Waters,Fluoranthene,0.1,1.78,Metals,Ferrous,,54.60922717,-1.108340364,North East
254/1920,,NORTHUMBRIAN WATER LTD,Wilton Teraphalic Plant Tees Dock Road Middlesbrough Redcar and Cleveland,TS6 6UE,457300,521270,North East,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,2.15,Water Industry,Water Industry,,54.5833927,-1.114938888,North East
235/1695,,NORTHUMBRIAN WATER LTD,Howdon Sewage Treatment Works Northumberland Dock Road Wallsend Tyne And Wear,NE28 0QD,433340,566290,North East,Controlled Waters,Benzo(a)pyrene,1,3.76,Water Industry,Water Industry,,54.99008932,-1.48048017,North East
235/1695,,NORTHUMBRIAN WATER LTD,Howdon Sewage Treatment Works Northumberland Dock Road Wallsend Tyne And Wear,NE28 0QD,433340,566290,North East,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,4.86,Water Industry,Water Industry,,54.99008932,-1.48048017,North East
255/1144,,NORTHUMBRIAN WATER LTD,HENDON STW,SR1 2ES,441049,555891,North East,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,54.89607338,-1.361489979,North East
BS3590IE,ORGANIC CHEMICALS; HYDROCARBONS EG AROMATICS,Sabic UK Petrochemicals Limited,Wilton Olefins Installation Olefins Offices,TS10 4RF,458200,521200,North East,Controlled Waters,Fluoranthene,0.1,0,Chemicals,Chemicals,,54.58266112,-1.101029346,North East
LP3439LK,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING BIOLOGICAL TREATMENT,NORTHUMBRIAN WATER LTD,Bran Sands Effluent Treatment Works Tees Dock Road Middlesbrough Cleveland,TS6 6UE,456210,524290,North East,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Waste treatment,Hazardous,,54.61065168,-1.13122446,North East
HP3530BS,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Thompsons Of Prudhoe Limited,Springwell Quarry Springwell Road Wrekenton Tyne and Wear,NE9 7XW,428400,558600,North East,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,54.92129236,-1.558439735,North East
HP3530BS,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Thompsons Of Prudhoe Limited,Springwell Quarry Springwell Road Wrekenton Tyne and Wear,NE9 7XW,428400,558600,North East,Wastewater,Heptachlor,0.1,0,Landfill,Non Hazardous Landfill,,54.92129236,-1.558439735,North East
HP3530BS,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Thompsons Of Prudhoe Limited,Springwell Quarry Springwell Road Wrekenton Tyne and Wear,NE9 7XW,428400,558600,North East,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,54.92129236,-1.558439735,North East
TP3735PA,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Stonegrave Aggregates Limited,Aycliffe Quarry Landfill Site Aycliffe Quarry Aycliffe Villiage Darlington County Durham,DL5 6NB,428650,522060,North East,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,54.59292068,-1.558127991,North East
TP3735PA,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Stonegrave Aggregates Limited,Aycliffe Quarry Landfill Site Aycliffe Quarry Aycliffe Villiage Darlington County Durham,DL5 6NB,428650,522060,North East,Wastewater,"Indeno(1,2,3-cd)pyrene",1,0,Landfill,Non Hazardous Landfill,,54.59292068,-1.558127991,North East
TP3735PA,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Stonegrave Aggregates Limited,Aycliffe Quarry Landfill Site Aycliffe Quarry Aycliffe Villiage Darlington County Durham,DL5 6NB,428650,522060,North East,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,54.59292068,-1.558127991,North East
JP3638HM,"FERROUS METALS; PRODUCING, MELTING OR REFINING",Sahaviriya Steel Industries UK Limited,Teeside Integrated Iron and Steelworks Steel House Redcar Teesside Cleveland,TS10 5QW,457690,524150,North East,Wastewater,Fluoranthene,0.1,0,Metals,Ferrous,,54.60922717,-1.108340364,North East
JP3638HM,"FERROUS METALS; PRODUCING, MELTING OR REFINING",Sahaviriya Steel Industries UK Limited,Teeside Integrated Iron and Steelworks Steel House Redcar Teesside Cleveland,TS10 5QW,457690,524150,North East,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Metals,Ferrous,,54.60922717,-1.108340364,North East
JP3638HM,"FERROUS METALS; PRODUCING, MELTING OR REFINING",Sahaviriya Steel Industries UK Limited,Teeside Integrated Iron and Steelworks Steel House Redcar Teesside Cleveland,TS10 5QW,457690,524150,North East,Wastewater,"Indeno(1,2,3-cd)pyrene",1,0,Metals,Ferrous,,54.60922717,-1.108340364,North East
JP3638HM,"FERROUS METALS; PRODUCING, MELTING OR REFINING",Sahaviriya Steel Industries UK Limited,Teeside Integrated Iron and Steelworks Steel House Redcar Teesside Cleveland,TS10 5QW,457690,524150,North East,Controlled Waters,Benzo(a)pyrene,1,0,Metals,Ferrous,,54.60922717,-1.108340364,North East
JP3638HM,"FERROUS METALS; PRODUCING, MELTING OR REFINING",Sahaviriya Steel Industries UK Limited,Teeside Integrated Iron and Steelworks Steel House Redcar Teesside Cleveland,TS10 5QW,457690,524150,North East,Wastewater,Benzo(a)pyrene,1,0,Metals,Ferrous,,54.60922717,-1.108340364,North East
MP3136HW,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,CLEANSING SERVICE GROUP LTD,Wilton Waste Treatment Plant Boundary Road West Middlesbrough Cleveland,TS6 8JH,456800,522000,North East,Wastewater,Fluoranthene,0.1,0,Waste treatment,Hazardous,,54.59000858,-1.122533213,North East
MP3136HW,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,CLEANSING SERVICE GROUP LTD,Wilton Waste Treatment Plant Boundary Road West Middlesbrough Cleveland,TS6 8JH,456800,522000,North East,Wastewater,Heptachlor,0.1,0,Waste treatment,Hazardous,,54.59000858,-1.122533213,North East
MP3136HW,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,CLEANSING SERVICE GROUP LTD,Wilton Waste Treatment Plant Boundary Road West Middlesbrough Cleveland,TS6 8JH,456800,522000,North East,Wastewater,"Indeno(1,2,3-cd)pyrene",1,0,Waste treatment,Hazardous,,54.59000858,-1.122533213,North East
MP3136HW,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,CLEANSING SERVICE GROUP LTD,Wilton Waste Treatment Plant Boundary Road West Middlesbrough Cleveland,TS6 8JH,456800,522000,North East,Wastewater,Benzo(a)pyrene,1,0,Waste treatment,Hazardous,,54.59000858,-1.122533213,North East
MP3136HW,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,CLEANSING SERVICE GROUP LTD,Wilton Waste Treatment Plant Boundary Road West Middlesbrough Cleveland,TS6 8JH,456800,522000,North East,Wastewater,Cypermethrin,0.005,0,Waste treatment,Hazardous,1.30E-05,54.59000858,-1.122533213,North East
JP3030DD,TAR AND BITUMEN; DISTILLING >5 T/A  IN CONNECTION WITH MANUFACTURE,Industrial Chemicals Limited,Port Clarence Works Huntsman Bridge Port Clarence Middlesbrough Cleveland,TS2 1SD,451200,521300,North East,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Chemicals,Chemicals,,54.58431538,-1.209305506,North East
JP3030DD,TAR AND BITUMEN; DISTILLING >5 T/A  IN CONNECTION WITH MANUFACTURE,Industrial Chemicals Limited,Port Clarence Works Huntsman Bridge Port Clarence Middlesbrough Cleveland,TS2 1SD,451200,521300,North East,Controlled Waters,Benzo(a)pyrene,1,0,Chemicals,Chemicals,,54.58431538,-1.209305506,North East
LP3832NM,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Durham County Council,Joint Stocks Landfill Joint Stocks Quarry Coxhoe Durham,DH6 4RT,433100,536500,North East,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,54.72241213,-1.487633445,North East
25/04/1797,,NORTHUMBRIAN WATER LTD,Stressholme STW,UNKNOWN,428900,510400,North East,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,54.48812312,-1.555398971,North East
25/04/1797,,NORTHUMBRIAN WATER LTD,Stressholme STW,UNKNOWN,428900,510400,North East,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,54.48812312,-1.555398971,North East
RP3434HP,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Sahaviriya Steel Industries UK Limited,Teeside Integrated Iron and Steelworks Steel House Redcar Teesside Cleveland,TS10 5QW,457690,524150,North East,Wastewater,Heptachlor,0.1,0,Landfill,Non Hazardous Landfill,,54.60922717,-1.108340364,North East
254/1966,,NORTHUMBRIAN WATER LTD,SEATON CAREW STW,,451929,527633,North East,Controlled Waters,Fluoranthene,0.1,0,Water Industry,Water Industry,,54.64114858,-1.196907708,North East
254/1966,,NORTHUMBRIAN WATER LTD,SEATON CAREW STW,,451929,527633,North East,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,54.64114858,-1.196907708,North East
254/1966,,NORTHUMBRIAN WATER LTD,SEATON CAREW STW,,451929,527633,North East,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,54.64114858,-1.196907708,North East
WP3537ZG,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Octagon Green Solutions Limited,Blaydon Quarry Landfill Lead Road Greenside Blaydon Tyne And Wear,NE21 4SX,416200,562600,North East,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,54.95777899,-1.748554312,North East
WP3537ZG,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Octagon Green Solutions Limited,Blaydon Quarry Landfill Lead Road Greenside Blaydon Tyne And Wear,NE21 4SX,416200,562600,North East,Wastewater,Heptachlor,0.1,0,Landfill,Non Hazardous Landfill,,54.95777899,-1.748554312,North East
WP3537ZG,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Octagon Green Solutions Limited,Blaydon Quarry Landfill Lead Road Greenside Blaydon Tyne And Wear,NE21 4SX,416200,562600,North East,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,54.95777899,-1.748554312,North East
16983122,,UNITED UTILITIES WATER PLC,WARRINGTON NORTH,,358110,386960,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.1,Water Industry,Water Industry,,53.37782195,-2.631155453,North West
16940144,,UNITED UTILITIES WATER PLC,ECCLES,,374960,397150,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.11,Water Industry,Water Industry,,53.47048389,-2.378687523,North West
17160005,,UNITED UTILITIES WATER PLC,BURNLEY,,382550,435270,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0.16,Water Industry,Water Industry,,53.8134179,-2.266501392,North West
16940151,,UNITED UTILITIES WATER PLC,STOCKPORT,,386520,389820,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.18,Water Industry,Water Industry,,53.40502394,-2.204224914,North West
16993399,,UNITED UTILITIES WATER PLC,BIRKENHEAD,,332800,389400,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.18,Water Industry,Water Industry,,53.39713246,-3.012083267,North West
16950038,,UNITED UTILITIES WATER PLC,OLDHAM,,389260,404300,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.19,Water Industry,Water Industry,,53.53523964,-2.16351158,North West
16930112,,UNITED UTILITIES WATER PLC,FAZAKERLEY,,339370,396600,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.2,Water Industry,Water Industry,,53.46263823,-2.914680426,North West
16920130,,UNITED UTILITIES WATER PLC,ST HELENS,,353820,395900,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.22,Water Industry,Water Industry,,53.457815,-2.696950956,North West
17670049,,UNITED UTILITIES WATER PLC,CARLISLE WILLOWHOLME INDUSTRIAL ESTATE CARLISLE CUMBRIA,CA2 5SH,338470,556520,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0.23,Water Industry,Water Industry,,54.89959994,-2.960999993,North West
17160008,,UNITED UTILITIES WATER PLC,HYNDBURN,,375750,433550,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0.23,Water Industry,Water Industry,,53.79768484,-2.369637359,North West
16950033,,UNITED UTILITIES WATER PLC,BURY,,380450,408050,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.24,Water Industry,Water Industry,,53.56868951,-2.296668002,North West
17160024,,UNITED UTILITIES WATER PLC,BLACKBURN,,360470,429410,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0.25,Water Industry,Water Industry,,53.75953686,-2.601070203,North West
16950041,,UNITED UTILITIES WATER PLC,ROCHDALE,,388160,412370,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.28,Water Industry,Water Industry,,53.60775096,-2.180416823,North West
17081316,,UNITED UTILITIES WATER PLC,WIGAN,,348170,412020,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.32,Water Industry,Water Industry,,53.60216703,-2.784707856,North West
16950032,,UNITED UTILITIES WATER PLC,BOLTON,,376950,404520,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.34,Water Industry,Water Industry,,53.53681846,-2.349253892,North West
17280252,,UNITED UTILITIES WATER PLC,Fleetwood Wwtw Jameson Road Fleetwood Lancashire,FY7 8TW,333090,446180,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0.35,Water Industry,Water Industry,,53.90743794,-3.019968528,North West
166993397,,UNITED UTILITIES WATER PLC,Liverpool Waste Water Treatment Sandon Dock Regent Road Liverpool Merseyside,L3 0BE,333730,392800,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0.78,Water Industry,Water Industry,,53.42780659,-2.998815241,North West
17670049,,UNITED UTILITIES WATER PLC,CARLISLE WILLOWHOLME INDUSTRIAL ESTATE CARLISLE CUMBRIA,CA2 5SH,338470,556520,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,1,Water Industry,Water Industry,,54.89959994,-2.960999993,North West
16940143,,UNITED UTILITIES WATER PLC,DAVYHULME,,374800,396460,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,1,Water Industry,Water Industry,,53.46427432,-2.381042231,North West
16940151,,UNITED UTILITIES WATER PLC,STOCKPORT,,386520,389820,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.04,Water Industry,Water Industry,,53.40502394,-2.204224914,North West
16950033,,UNITED UTILITIES WATER PLC,BURY,,380450,408050,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,1.05,Water Industry,Water Industry,,53.56868951,-2.296668002,North West
16950038,,UNITED UTILITIES WATER PLC,OLDHAM,,389260,404300,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.06,Water Industry,Water Industry,,53.53523964,-2.16351158,North West
17160024,,UNITED UTILITIES WATER PLC,BLACKBURN,,360470,429410,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,1.11,Water Industry,Water Industry,,53.75953686,-2.601070203,North West
16930112,,UNITED UTILITIES WATER PLC,FAZAKERLEY,,339370,396600,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.12,Water Industry,Water Industry,,53.46263823,-2.914680426,North West
16950041,,UNITED UTILITIES WATER PLC,ROCHDALE,,388160,412370,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,1.22,Water Industry,Water Industry,,53.60775096,-2.180416823,North West
16920130,,UNITED UTILITIES WATER PLC,ST HELENS,,353820,395900,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.25,Water Industry,Water Industry,,53.457815,-2.696950956,North West
17160008,,UNITED UTILITIES WATER PLC,HYNDBURN,,375750,433550,Cumbria and Lancashire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.28,Water Industry,Water Industry,,53.79768484,-2.369637359,North West
17670049,,UNITED UTILITIES WATER PLC,CARLISLE WILLOWHOLME INDUSTRIAL ESTATE CARLISLE CUMBRIA,CA2 5SH,338470,556520,Cumbria and Lancashire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.3,Water Industry,Water Industry,,54.89959994,-2.960999993,North West
16950033,,UNITED UTILITIES WATER PLC,BURY,,380450,408050,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.36,Water Industry,Water Industry,,53.56868951,-2.296668002,North West
17081316,,UNITED UTILITIES WATER PLC,WIGAN,,348170,412020,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,1.42,Water Industry,Water Industry,,53.60216703,-2.784707856,North West
17160024,,UNITED UTILITIES WATER PLC,BLACKBURN,,360470,429410,Cumbria and Lancashire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.44,Water Industry,Water Industry,,53.75953686,-2.601070203,North West
16950032,,UNITED UTILITIES WATER PLC,BOLTON,,376950,404520,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,1.49,Water Industry,Water Industry,,53.53681846,-2.349253892,North West
17280252,,UNITED UTILITIES WATER PLC,Fleetwood Wwtw Jameson Road Fleetwood Lancashire,FY7 8TW,333090,446180,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,1.54,Water Industry,Water Industry,,53.90743794,-3.019968528,North West
16950041,,UNITED UTILITIES WATER PLC,ROCHDALE,,388160,412370,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.58,Water Industry,Water Industry,,53.60775096,-2.180416823,North West
17081316,,UNITED UTILITIES WATER PLC,WIGAN,,348170,412020,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.84,Water Industry,Water Industry,,53.60216703,-2.784707856,North West
16950032,,UNITED UTILITIES WATER PLC,BOLTON,,376950,404520,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.93,Water Industry,Water Industry,,53.53681846,-2.349253892,North West
17280252,,UNITED UTILITIES WATER PLC,Fleetwood Wwtw Jameson Road Fleetwood Lancashire,FY7 8TW,333090,446180,Cumbria and Lancashire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.99,Water Industry,Water Industry,,53.90743794,-3.019968528,North West
166993397,,UNITED UTILITIES WATER PLC,Liverpool Waste Water Treatment Sandon Dock Regent Road Liverpool Merseyside,L3 0BE,333730,392800,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,3.44,Water Industry,Water Industry,,53.42780659,-2.998815241,North West
16940143,,UNITED UTILITIES WATER PLC,DAVYHULME,,374800,396460,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,4.39,Water Industry,Water Industry,,53.46427432,-2.381042231,North West
166993397,,UNITED UTILITIES WATER PLC,Liverpool Waste Water Treatment Sandon Dock Regent Road Liverpool Merseyside,L3 0BE,333730,392800,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,4.45,Water Industry,Water Industry,,53.42780659,-2.998815241,North West
