AUTHORISATION ID / PERMIT ID,PRIMARY INDUSTRY ACTIVITY DESCRIPTION,OPERATOR NAME,SITE ADDRESS,SITE POSTCODE,EASTING,NORTHING,EA AREA NAME,ROUTE NAME,SUBSTANCE NAME,REPORTING THRESHOLD (kg),QUANTITY RELEASED (kg),REGULATED INDUSTRY SECTOR,REGULATED INDUSTRY SUB SECTOR,PNEC (??g/L),Latitude,Longitude,REGION
16940143,,UNITED UTILITIES WATER PLC,DAVYHULME,,374800,396460,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,5.68,Water Industry,Water Industry,,53.46427432,-2.381042231,North West
MP3734SC,OTHER WASTE DISPOSAL; WASTE OILS >10 T/D,Oil Salvage Limited,Bootle Oil Recovery Lyster Road Bootle Merseyside,L20 1AS,333440,395410,Greater Manchester Merseyside and Cheshire,Wastewater,Benzo(a)pyrene,1,0,Waste treatment,Hazardous,,53.45122638,-3.003731771,North West
PP3532MB,OTHER WASTE DISPOSAL; NON-HAZARDOUS WASTE >50T/D BY PHYSICO-CHEMICAL TREATMENT,Landfill Management Limited,Amberswood Leachate Treatment Plant Amberswood Common Hindley Lancashire,WN2 3DA,361300,404870,Greater Manchester Merseyside and Cheshire,Wastewater,Heptachlor,0.1,0,Landfill,other,,53.53904101,-2.585417129,North West
UP3639LY,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",3C Waste Limited,Danes Moss Landfill Site Gawsworth Macclesfield Cheshire,SK11 9QP,390500,371500,Greater Manchester Merseyside and Cheshire,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,53.24043946,-2.143804169,North West
UP3639LY,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",3C Waste Limited,Danes Moss Landfill Site Gawsworth Macclesfield Cheshire,SK11 9QP,390500,371500,Greater Manchester Merseyside and Cheshire,Wastewater,Heptachlor,0.1,0,Landfill,Non Hazardous Landfill,,53.24043946,-2.143804169,North West
UP3639LY,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",3C Waste Limited,Danes Moss Landfill Site Gawsworth Macclesfield Cheshire,SK11 9QP,390500,371500,Greater Manchester Merseyside and Cheshire,Wastewater,"Indeno(1,2,3-cd)pyrene",1,0,Landfill,Non Hazardous Landfill,,53.24043946,-2.143804169,North West
UP3639LY,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",3C Waste Limited,Danes Moss Landfill Site Gawsworth Macclesfield Cheshire,SK11 9QP,390500,371500,Greater Manchester Merseyside and Cheshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.24043946,-2.143804169,North West
UP3639LY,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",3C Waste Limited,Danes Moss Landfill Site Gawsworth Macclesfield Cheshire,SK11 9QP,390500,371500,Greater Manchester Merseyside and Cheshire,Wastewater,Cypermethrin,0.005,0,Landfill,Non Hazardous Landfill,1.30E-05,53.24043946,-2.143804169,North West
DP3333KT,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Saint Gobain Construction Products UK Limited,Kirkby Thore Works Kirkby Thore Penrith,CA10 1XU,336450,552670,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,54.86475454,-2.99164372,North West
16950038,,UNITED UTILITIES WATER PLC,OLDHAM,,389260,404300,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.53523964,-2.16351158,North West
16940151,,UNITED UTILITIES WATER PLC,STOCKPORT,,386520,389820,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.40502394,-2.204224914,North West
17160008,,UNITED UTILITIES WATER PLC,HYNDBURN,,375750,433550,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.79768484,-2.369637359,North West
16983122,,UNITED UTILITIES WATER PLC,WARRINGTON NORTH,,358110,386960,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,53.37782195,-2.631155453,North West
16983122,,UNITED UTILITIES WATER PLC,WARRINGTON NORTH,,358110,386960,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.37782195,-2.631155453,North West
BJ7620ID,"PAPER, PULP AND BOARD; PRODUCING PULP FROM TIMBER ETC",JAMES CROPPER PLC,Burneside Paper Mill Burneside Cumbria,LA9 6PZ,350600,495880,Cumbria and Lancashire,Wastewater,Cypermethrin,0.005,0,Paper and textiles,Paper & Pulp,1.30E-05,54.35604379,-2.761618874,North West
BS7722ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",3C Waste Limited,Maw Green Landfill Maw Green Lane Crewe Cheshire,CW1 5NG,371700,357500,Greater Manchester Merseyside and Cheshire,Wastewater,"Indeno(1,2,3-cd)pyrene",1,0,Landfill,Non Hazardous Landfill,,53.11392517,-2.4242491,North West
BS7722ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",3C Waste Limited,Maw Green Landfill Maw Green Lane Crewe Cheshire,CW1 5NG,371700,357500,Greater Manchester Merseyside and Cheshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.11392517,-2.4242491,North West
BS7722ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",3C Waste Limited,Maw Green Landfill Maw Green Lane Crewe Cheshire,CW1 5NG,371700,357500,Greater Manchester Merseyside and Cheshire,Wastewater,Cypermethrin,0.005,0,Landfill,Non Hazardous Landfill,1.30E-05,53.11392517,-2.4242491,North West
BS7722ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",3C Waste Limited,Maw Green Landfill Maw Green Lane Crewe Cheshire,CW1 5NG,371700,357500,Greater Manchester Merseyside and Cheshire,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,53.11392517,-2.4242491,North West
BS7722ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",3C Waste Limited,Maw Green Landfill Maw Green Lane Crewe Cheshire,CW1 5NG,371700,357500,Greater Manchester Merseyside and Cheshire,Wastewater,Heptachlor,0.1,0,Landfill,Non Hazardous Landfill,,53.11392517,-2.4242491,North West
GP3037SJ,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Fcc Recycling (Uk) Limited,"Lillyhall Waste Management Centre Joseph Noble Road Lillyhall Industrial Estate,Lillyhall Workington Cumbria",CA14 4JH,302260,524860,Cumbria and Lancashire,Wastewater,Heptachlor,0.1,0,Landfill,Non Hazardous Landfill,,54.60940966,-3.514802828,North West
BJ7590IB,"PAPER, PULP AND BOARD; PRODUCING PAPER/BOARD >20T/D",Iggesund Paperboard (Workington) Limited,Workington Board Mill SIDDICK CUMBRIA,CA14 1JX,300400,531300,Cumbria and Lancashire,Controlled Waters,Cypermethrin,0.005,0,Paper and textiles,Paper & Pulp,1.30E-05,54.66689921,-3.545783071,North West
16940144,,UNITED UTILITIES WATER PLC,ECCLES,,374960,397150,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,53.47048389,-2.378687523,North West
16940144,,UNITED UTILITIES WATER PLC,ECCLES,,374960,397150,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.47048389,-2.378687523,North West
BV1364ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Quercia Limited,"Clayton Hall Sand Quarry,Dawson Lane Whittle Le Woods Chorley Lancashire",PR6 7dt,356720,421920,Cumbria and Lancashire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Landfill,Non Hazardous Landfill,,53.6919219,-2.65689575,North West
BV1364ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Quercia Limited,"Clayton Hall Sand Quarry,Dawson Lane Whittle Le Woods Chorley Lancashire",PR6 7dt,356720,421920,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,53.6919219,-2.65689575,North West
BV1364ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Quercia Limited,"Clayton Hall Sand Quarry,Dawson Lane Whittle Le Woods Chorley Lancashire",PR6 7dt,356720,421920,Cumbria and Lancashire,Controlled Waters,Heptachlor,0.1,0,Landfill,Non Hazardous Landfill,,53.6919219,-2.65689575,North West
BV1364ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Quercia Limited,"Clayton Hall Sand Quarry,Dawson Lane Whittle Le Woods Chorley Lancashire",PR6 7dt,356720,421920,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.6919219,-2.65689575,North West
BV1364ID,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Quercia Limited,"Clayton Hall Sand Quarry,Dawson Lane Whittle Le Woods Chorley Lancashire",PR6 7dt,356720,421920,Cumbria and Lancashire,Controlled Waters,Cypermethrin,0.005,0,Landfill,Non Hazardous Landfill,1.30E-05,53.6919219,-2.65689575,North West
16920130,,UNITED UTILITIES WATER PLC,ST HELENS,,353820,395900,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.457815,-2.696950956,North West
17160005,,UNITED UTILITIES WATER PLC,BURNLEY,,382550,435270,Cumbria and Lancashire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,53.8134179,-2.266501392,North West
17160005,,UNITED UTILITIES WATER PLC,BURNLEY,,382550,435270,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.8134179,-2.266501392,North West
BM6093IS,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Fcc Waste Services (Uk) Limited,Bennett Bank Landfill Thwaite Flat Barrow in Furness Cumbria,LA14 4QH,321500,475000,Cumbria and Lancashire,Wastewater,Heptachlor,0.1,0,Landfill,Non Hazardous Landfill,,54.16477532,-3.203809255,North West
TP3631LM,DISPOSAL OF > 50 T/D NON-HAZARDOUS WASTE (> 100 T/D IF ONLY AD) INVOLVING BIOLOGICAL TREATMENT,Landfill Management Limited,Kirkless Leachate Treatment Plant Makerfield Way Wigan Lancashire,WN2 2PP,360970,405350,Cumbria and Lancashire,Wastewater,Heptachlor,0.1,0,Landfill,other,,53.5433307,-2.590456285,North West
CM0017801,,DWR CYMRU CYFYNGEDIG LTD,"SEALAND ROAD, CHESTER",CH1 4LD,339300,366600,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0,Water Industry,Water Industry,,53.19300444,-2.909977265,North West
CM0017801,,DWR CYMRU CYFYNGEDIG LTD,"SEALAND ROAD, CHESTER",CH1 4LD,339300,366600,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,53.19300444,-2.909977265,North West
CM0017801,,DWR CYMRU CYFYNGEDIG LTD,"SEALAND ROAD, CHESTER",CH1 4LD,339300,366600,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.19300444,-2.909977265,North West
UP3237ES,"PAPER, PULP AND BOARD; PRODUCING PAPER/BOARD >20T/D",SOFIDEL UK LIMITED,Lancaster Paper Mill CATON ROAD,LA1 3QY,348400,463750,Cumbria and Lancashire,Wastewater,Cypermethrin,0.005,0,Paper and textiles,Paper & Pulp,1.30E-05,54.06709008,-2.789935979,North West
JP3338ST,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Woods Waste Limited,Westby Landfill Site Annas Road Lancashire,FY4 5JY,335810,431170,Cumbria and Lancashire,Controlled Waters,Cypermethrin,0.005,0,Landfill,Non Hazardous Landfill,1.30E-05,53.77289394,-2.975431238,North West
JP3338ST,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Woods Waste Limited,Westby Landfill Site Annas Road Lancashire,FY4 5JY,335810,431170,Cumbria and Lancashire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Landfill,Non Hazardous Landfill,,53.77289394,-2.975431238,North West
JP3338ST,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Woods Waste Limited,Westby Landfill Site Annas Road Lancashire,FY4 5JY,335810,431170,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,53.77289394,-2.975431238,North West
JP3338ST,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Woods Waste Limited,Westby Landfill Site Annas Road Lancashire,FY4 5JY,335810,431170,Cumbria and Lancashire,Controlled Waters,Heptachlor,0.1,0,Landfill,Non Hazardous Landfill,,53.77289394,-2.975431238,North West
JP3338ST,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Woods Waste Limited,Westby Landfill Site Annas Road Lancashire,FY4 5JY,335810,431170,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.77289394,-2.975431238,North West
UP3630KS,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Ltd,Highmoor Quarry Landfill Doctor Lane Oldham Greater Manchester,OL4 3SA,396980,406560,Greater Manchester Merseyside and Cheshire,Wastewater,Fluoranthene,0.1,0,Landfill,Non Hazardous Landfill,,53.55565606,-2.047057769,North West
UP3630KS,"WASTE LANDFILLING; >10 T/D WITH CAPACITY >25,000T EXCLUDING INERT WASTE",Veolia ES Landfill Ltd,Highmoor Quarry Landfill Doctor Lane Oldham Greater Manchester,OL4 3SA,396980,406560,Greater Manchester Merseyside and Cheshire,Wastewater,Benzo(a)pyrene,1,0,Landfill,Non Hazardous Landfill,,53.55565606,-2.047057769,North West
BU3485IS,ORGANIC CHEMICALS; HALOGEN CONTAINING COMPOUNDS EG HALOCARBONS,F2 CHEMICALS LTD,F2 Chemicals Limited Lea Lane Preston Lancashire,PR4 0RZ,347550,431250,Cumbria and Lancashire,Wastewater,Fluoranthene,0.1,0,Chemicals,Chemicals,,53.77493008,-2.797335665,North West
16993399,,UNITED UTILITIES WATER PLC,BIRKENHEAD,,332800,389400,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,53.39713246,-3.012083267,North West
16993399,,UNITED UTILITIES WATER PLC,BIRKENHEAD,,332800,389400,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.39713246,-3.012083267,North West
16810030,,UNITED UTILITIES WATER PLC,ELLESMERE PORT,,343200,374650,Greater Manchester Merseyside and Cheshire,Controlled Waters,Fluoranthene,0.1,0,Water Industry,Water Industry,,53.26578798,-2.853049091,North West
16810030,,UNITED UTILITIES WATER PLC,ELLESMERE PORT,,343200,374650,Greater Manchester Merseyside and Cheshire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,53.26578798,-2.853049091,North West
16810030,,UNITED UTILITIES WATER PLC,ELLESMERE PORT,,343200,374650,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.26578798,-2.853049091,North West
GP3896CS,DISPOSAL OR RECOVERY OF HAZARDOUS WASTE WITH A CAPACITY EXCEEDING 10 TONNES PER DAY INVOLVING PHYSICO-CHEMICAL TREATMENT,G. M. P. Baird Limited,Tonge Bridge Off Hypatia Street Bury Road Lancashire,BL2 6AA,372840,409390,Greater Manchester Merseyside and Cheshire,Wastewater,Benzo(a)pyrene,1,0,Waste treatment,Metals Recycling,,53.58039312,-2.411689852,North West
16930112,,UNITED UTILITIES WATER PLC,FAZAKERLEY,,339370,396600,Greater Manchester Merseyside and Cheshire,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,53.46263823,-2.914680426,North West
LP3232ZM,"PAPER, PULP AND BOARD; PRODUCING PAPER/BOARD >20T/D",Northwood Tissue (Lancaster) Limited,Np. Lancaster Tissue Lansil Way Lansil Industrial Estate,LA1 3QY,348510,463390,Cumbria and Lancashire,Wastewater,Cypermethrin,0.005,0,Paper and textiles,Paper & Pulp,1.30E-05,54.06386589,-2.788194076,North West
17160064,,UNITED UTILITIES WATER PLC,PRESTON,,345450,427850,Cumbria and Lancashire,Controlled Waters,Fluoranthene,0.1,0.44,Water Industry,Water Industry,,53.74415785,-2.828594718,North West
17160064,,UNITED UTILITIES WATER PLC,PRESTON,,345450,427850,Cumbria and Lancashire,Controlled Waters,Benzo(a)pyrene,1,1.95,Water Industry,Water Industry,,53.74415785,-2.828594718,North West
17160064,,UNITED UTILITIES WATER PLC,PRESTON,,345450,427850,Cumbria and Lancashire,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,2.53,Water Industry,Water Industry,,53.74415785,-2.828594718,North West
BJ7433IQ,"PAPER, PULP AND BOARD; PRODUCING PAPER/BOARD >20T/D",Smurfit Kappa UK Limited,Snodland Paper Mill Chp Mill Street Snodland Kent,ME6 5AX,570780,161600,"Kent, South London and East Sussex",Controlled Waters,Cypermethrin,0.005,0.04628,Paper and textiles,Paper & Pulp,1.30E-05,51.32785729,0.449837522,South East
CNTD.0044,,THAMES WATER UTILITIES LTD,ESHER STW,KT10 8AU,513500,166000,"Kent, South London and East Sussex",Controlled Waters,Fluoranthene,0.1,0.1,Water Industry,Water Industry,,51.38171143,-0.370459257,South East
A.787/S/CH/97,,Southern Water,Ford (Bognor/Littlehampton) STW,BN18 0HY,499490,103030,Solent and South Downs,Controlled Waters,Fluoranthene,0.1,0.11,Water Industry,Water Industry,,50.81827977,-0.58903966,South East
A1106/S/P/99,,Southern Water,Langley Point STW - Eastbourne,BN21 1SA,564120,100950,Solent and South Downs,Controlled Waters,Fluoranthene,0.1,0.11,Water Industry,Water Industry,,50.78489824,0.326849428,South East
CNTD.0024,,THAMES WATER UTILITIES LTD,CAMBERLEY STW,GU15 3DE,485800,159500,Thames,Controlled Waters,Fluoranthene,0.1,0.11,Water Industry,Water Industry,,51.32813663,-0.769943137,South East
CTCR.0875,,THAMES WATER UTILITIES LTD,BASINGSTOKE STW,RG24 8LL,468000,155200,Thames,Controlled Waters,Fluoranthene,0.1,0.11,Water Industry,Water Industry,,51.29188113,-1.026190905,South East
A1107/S/CH/99,,Southern Water,East Worthing STW,BN11 2SA,516930,103610,Solent and South Downs,Controlled Waters,Fluoranthene,0.1,0.11,Water Industry,Water Industry,,50.8202381,-0.341384791,South East
A857/S/P/98,,Southern Water,Bexhill & Hastings STW,TN32 8AY,577300,109200,Solent and South Downs,Controlled Waters,Fluoranthene,0.1,0.12,Water Industry,Water Industry,,50.85513774,0.517620778,South East
A720/K/97,,Southern Water,Motney Hill STW,ME8 7UA,582950,168380,"Kent, South London and East Sussex",Controlled Waters,Fluoranthene,0.1,0.12,Water Industry,Water Industry,,51.38497551,0.627808443,South East
A1112/K/00,,Southern Water,"Broomfield Bank WTW, Folkestone Road, Church Hougham, Dover, Kent",CT15 7AB,628500,140100,"Kent, South London and East Sussex",Controlled Waters,Fluoranthene,0.1,0.13,Water Industry,Water Industry,,51.11460863,1.263343594,South East
A726/IOW/97,,Southern Water,Sandown STW (Ventnor/Bembridge),PO36 8DE,460270,85220,Solent and South Downs,Controlled Waters,Fluoranthene,0.1,0.13,Water Industry,Water Industry,,50.66354155,-1.148614865,South East
COPA/5586,,Southern Water,Millbrook STW,SO15 0HH,438850,112600,Solent and South Downs,Controlled Waters,Fluoranthene,0.1,0.13,Water Industry,Water Industry,,50.91156573,-1.448776706,South East
CTCR.0709,,THAMES WATER UTILITIES LTD,OXFORD STW,OX4 4YU,454200,202200,Thames,Controlled Waters,Fluoranthene,0.1,0.18,Water Industry,Water Industry,,51.71591849,-1.216867993,South East
CNTD.0058,,THAMES WATER UTILITIES LTD,LITTLE MARLOW STW,SL7 3RT,487800,187000,Thames,Controlled Waters,Fluoranthene,0.1,0.19,Water Industry,Water Industry,,51.57503906,-0.73442945,South East
AWCNF10296,,Anglian Water,Cotton Valley STW,,488630,241460,East Anglia,Controlled Waters,Fluoranthene,0.1,0.19,Water Industry,Water Industry,,52.06443452,-0.70853596,South East
CAWM.0942,,THAMES WATER UTILITIES LTD,READING STW,RG2 0RP,471100,170800,Thames,Controlled Waters,Fluoranthene,0.1,0.2,Water Industry,Water Industry,,51.43175105,-0.978626842,South East
CNTM.2237,,THAMES WATER UTILITIES LTD,SLOUGH STW,SL1 9EB,494100,179200,Thames,Controlled Waters,Fluoranthene,0.1,0.21,Water Industry,Water Industry,,51.50391064,-0.645628767,South East
A74/S/87,,Southern Water,Portobello STW (Brighton),BN10 7BD,539300,101460,Solent and South Downs,Controlled Waters,Fluoranthene,0.1,0.21,Water Industry,Water Industry,,50.79597145,-0.02481222,South East
A569/H/90,,Southern Water,Peel Common STW,PO14 2LJ,456500,103300,Solent and South Downs,Controlled Waters,Fluoranthene,0.1,0.23,Water Industry,Water Industry,,50.82648981,-1.199182538,South East
WACT/257,,Southern Water,Budds Farm STW,PO9 1JW,470800,105570,Solent and South Downs,Controlled Waters,Fluoranthene,0.1,0.35,Water Industry,Water Industry,,50.84533023,-0.995743581,South East
CNTD.0067,,THAMES WATER UTILITIES LTD,LONG REACH STW,DA1 5PP,555600,176700,"Kent, South London and East Sussex",Controlled Waters,Fluoranthene,0.1,0.63,Water Industry,Water Industry,,51.46787978,0.238759509,South East
CTCR.0709,,THAMES WATER UTILITIES LTD,OXFORD STW,OX4 4YU,454200,202200,Thames,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.02,Water Industry,Water Industry,,51.71591849,-1.216867993,South East
CNTD.0058,,THAMES WATER UTILITIES LTD,LITTLE MARLOW STW,SL7 3RT,487800,187000,Thames,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.08,Water Industry,Water Industry,,51.57503906,-0.73442945,South East
AWCNF10296,,Anglian Water,Cotton Valley STW,,488630,241460,East Anglia,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.08,Water Industry,Water Industry,,52.06443452,-0.70853596,South East
CAWM.0942,,THAMES WATER UTILITIES LTD,READING STW,RG2 0RP,471100,170800,Thames,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.12,Water Industry,Water Industry,,51.43175105,-0.978626842,South East
CNTM.2237,,THAMES WATER UTILITIES LTD,SLOUGH STW,SL1 9EB,494100,179200,Thames,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.19,Water Industry,Water Industry,,51.50391064,-0.645628767,South East
A74/S/87,,Southern Water,Portobello STW (Brighton),BN10 7BD,539300,101460,Solent and South Downs,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.21,Water Industry,Water Industry,,50.79597145,-0.02481222,South East
A569/H/90,,Southern Water,Peel Common STW,PO14 2LJ,456500,103300,Solent and South Downs,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,1.29,Water Industry,Water Industry,,50.82648981,-1.199182538,South East
WACT/257,,Southern Water,Budds Farm STW,PO9 1JW,470800,105570,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,1.56,Water Industry,Water Industry,,50.84533023,-0.995743581,South East
WACT/257,,Southern Water,Budds Farm STW,PO9 1JW,470800,105570,Solent and South Downs,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,2.02,Water Industry,Water Industry,,50.84533023,-0.995743581,South East
CNTD.0067,,THAMES WATER UTILITIES LTD,LONG REACH STW,DA1 5PP,555600,176700,"Kent, South London and East Sussex",Controlled Waters,Benzo(a)pyrene,1,2.79,Water Industry,Water Industry,,51.46787978,0.238759509,South East
CNTD.0067,,THAMES WATER UTILITIES LTD,LONG REACH STW,DA1 5PP,555600,176700,"Kent, South London and East Sussex",Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,3.61,Water Industry,Water Industry,,51.46787978,0.238759509,South East
BR6996IC,REFINING MINERAL OILS,Esso Petroleum Company Ltd,Fawley Refinery Esso Refinery Southampton Hampshire,SO45 1TX,445500,104300,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,9.24,Refineries & Fuel,Refineries & Fuel,,50.83644866,-1.355224602,South East
BR6996IC,REFINING MINERAL OILS,Esso Petroleum Company Ltd,Fawley Refinery Esso Refinery Southampton Hampshire,SO45 1TX,445500,104300,Solent and South Downs,Controlled Waters,Fluoranthene,0.1,20.21,Refineries & Fuel,Refineries & Fuel,,50.83644866,-1.355224602,South East
A.787/S/CH/97,,Southern Water,Ford (Bognor/Littlehampton) STW,BN18 0HY,499490,103030,Solent and South Downs,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,50.81827977,-0.58903966,South East
A.787/S/CH/97,,Southern Water,Ford (Bognor/Littlehampton) STW,BN18 0HY,499490,103030,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.81827977,-0.58903966,South East
A1106/S/P/99,,Southern Water,Langley Point STW - Eastbourne,BN21 1SA,564120,100950,Solent and South Downs,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,50.78489824,0.326849428,South East
A1106/S/P/99,,Southern Water,Langley Point STW - Eastbourne,BN21 1SA,564120,100950,Solent and South Downs,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,50.78489824,0.326849428,South East
CTCR.2079,,THAMES WATER UTILITIES LTD,WARGRAVE STW,RG10 8DJ,477900,177600,Thames,Controlled Waters,Fluoranthene,0.1,0,Water Industry,Water Industry,,51.49198902,-0.879333042,South East
CTCR.2079,,THAMES WATER UTILITIES LTD,WARGRAVE STW,RG10 8DJ,477900,177600,Thames,Controlled Waters,"Indeno(1,2,3-cd)pyrene",1,0,Water Industry,Water Industry,,51.49198902,-0.879333042,South East
CTCR.2079,,THAMES WATER UTILITIES LTD,WARGRAVE STW,RG10 8DJ,477900,177600,Thames,Controlled Waters,Benzo(a)pyrene,1,0,Water Industry,Water Industry,,51.49198902,-0.879333042,South East
YP3834HE,"PAPER, PULP AND BOARD; PRODUCING PAPER/BOARD >20T/D",Arjowiggins Chartham Ltd,Chartham Paper Mill Station Road Chartham Kent,CT4 7JA,610770,155020,"Kent, South London and East Sussex",Controlled Waters,Cypermethrin,0.005,0,Paper and textiles,Paper & Pulp,1.30E-05,51.25537327,1.019162462,South East
