OPERATOR NAME,Year,SUBSTANCE NAME,Total Emission (kg),Employee,Turnover,Turnover_million,REGULATED INDUSTRY SECTOR,REGULATED INDUSTRY SUB SECTOR,log_emission,log_employee,log_turnover,Sector,SubSector
standard wool (uk) limited,2017,Cypermethrin,3.269,80,15280000,15.28,Paper and textiles,Textiles,1.184484128,4.382026635,2.726544784,Paper and textiles,Textiles
standard wool (uk) limited,2018,Cypermethrin,6.2796,83,48769000,48.769,Paper and textiles,Textiles,1.837306284,4.418840608,3.887094865,Paper and textiles,Textiles
standard wool (uk) limited,2019,Cypermethrin,8.84,74,49830000,49.83,Paper and textiles,Textiles,2.179286877,4.304065093,3.908617212,Paper and textiles,Textiles
standard wool (uk) limited,2020,Cypermethrin,2.21238,82,50370000,50.37,Paper and textiles,Textiles,0.794068859,4.406719247,3.91939576,Paper and textiles,Textiles
standard wool (uk) limited,2021,Cypermethrin,1.556,70,26613000,26.613,Paper and textiles,Textiles,0.442118426,4.248495242,3.281399818,Paper and textiles,Textiles
standard wool (uk) limited,2022,Cypermethrin,0.4151,58,34276000,34.276,Paper and textiles,Textiles,-0.879235824,4.060443011,3.534445401,Paper and textiles,Textiles
standard wool (uk) limited,2023,Cypermethrin,0.89,62,31610000,31.61,Paper and textiles,Textiles,-0.116533816,4.127134385,3.453473526,Paper and textiles,Textiles
thames water utilities ltd,2016,Benzo(a)pyrene,45.63,5057,2040000000,2040,Water Industry,Water Industry,3.820565395,8.528528701,7.620705087,Water Industry,Water Industry
thames water utilities ltd,2016,Copper,21773.406,5057,2040000000,2040,Water Industry,Water Industry,9.988444596,8.528528701,7.620705087,Water Industry,Water Industry
thames water utilities ltd,2016,Fluoranthene,11.67,5057,2040000000,2040,Water Industry,Water Industry,2.457021446,8.528528701,7.620705087,Water Industry,Water Industry
thames water utilities ltd,2016,"Indeno(1,2,3-cd)pyrene",63.47,5057,2040000000,2040,Water Industry,Water Industry,4.150567353,8.528528701,7.620705087,Water Industry,Water Industry
thames water utilities ltd,2017,Benzo(a)pyrene,41.99,4967,2060000000,2060,Water Industry,Water Industry,3.737431495,8.510571315,7.630461262,Water Industry,Water Industry
thames water utilities ltd,2017,Copper,19467.44,4967,2060000000,2060,Water Industry,Water Industry,9.876498605,8.510571315,7.630461262,Water Industry,Water Industry
thames water utilities ltd,2017,Fluoranthene,10.86,4967,2060000000,2060,Water Industry,Water Industry,2.385086315,8.510571315,7.630461262,Water Industry,Water Industry
thames water utilities ltd,2017,"Indeno(1,2,3-cd)pyrene",57.64,4967,2060000000,2060,Water Industry,Water Industry,4.054216771,8.510571315,7.630461262,Water Industry,Water Industry
thames water utilities ltd,2018,Benzo(a)pyrene,42.56,5421,2045000000,2045,Water Industry,Water Industry,3.750914845,8.598035579,7.623153068,Water Industry,Water Industry
thames water utilities ltd,2018,Copper,19725.62,5421,2045000000,2045,Water Industry,Water Industry,9.889673577,8.598035579,7.623153068,Water Industry,Water Industry
thames water utilities ltd,2018,Fluoranthene,11.06,5421,2045000000,2045,Water Industry,Water Industry,2.403334996,8.598035579,7.623153068,Water Industry,Water Industry
thames water utilities ltd,2018,"Indeno(1,2,3-cd)pyrene",57.34,5421,2045000000,2045,Water Industry,Water Industry,4.04899846,8.598035579,7.623153068,Water Industry,Water Industry
thames water utilities ltd,2019,Benzo(a)pyrene,39.089,6063,2084000000,2084,Water Industry,Water Industry,3.665841097,8.709960006,7.642044403,Water Industry,Water Industry
thames water utilities ltd,2019,Copper,16148.7,6063,2084000000,2084,Water Industry,Water Industry,9.68959483,8.709960006,7.642044403,Water Industry,Water Industry
thames water utilities ltd,2019,Fluoranthene,9.4645,6063,2084000000,2084,Water Industry,Water Industry,2.247547957,8.709960006,7.642044403,Water Industry,Water Industry
thames water utilities ltd,2019,"Indeno(1,2,3-cd)pyrene",50.563,6063,2084000000,2084,Water Industry,Water Industry,3.923220084,8.709960006,7.642044403,Water Industry,Water Industry
thames water utilities ltd,2020,Benzo(a)pyrene,41.869,6296,2173000000,2173,Water Industry,Water Industry,3.734545696,8.74766979,7.68386398,Water Industry,Water Industry
thames water utilities ltd,2020,Copper,17211.92,6296,2173000000,2173,Water Industry,Water Industry,9.753357446,8.74766979,7.68386398,Water Industry,Water Industry
thames water utilities ltd,2020,Fluoranthene,10.1642,6296,2173000000,2173,Water Industry,Water Industry,2.318871743,8.74766979,7.68386398,Water Industry,Water Industry
thames water utilities ltd,2020,"Indeno(1,2,3-cd)pyrene",54.141,6296,2173000000,2173,Water Industry,Water Industry,3.991591755,8.74766979,7.68386398,Water Industry,Water Industry
thames water utilities ltd,2021,Benzo(a)pyrene,50.25,6525,2107000000,2107,Water Industry,Water Industry,3.917010547,8.783396232,7.653020414,Water Industry,Water Industry
thames water utilities ltd,2021,Copper,23126.99,6525,2107000000,2107,Water Industry,Water Industry,10.04875561,8.783396232,7.653020414,Water Industry,Water Industry
thames water utilities ltd,2021,Fluoranthene,13.13,6525,2107000000,2107,Water Industry,Water Industry,2.574899688,8.783396232,7.653020414,Water Industry,Water Industry
thames water utilities ltd,2021,"Indeno(1,2,3-cd)pyrene",69.85,6525,2107000000,2107,Water Industry,Water Industry,4.246350086,8.783396232,7.653020414,Water Industry,Water Industry
thames water utilities ltd,2022,Benzo(a)pyrene,39.93,7082,2177000000,2177,Water Industry,Water Industry,3.687127921,8.865311633,7.685703061,Water Industry,Water Industry
thames water utilities ltd,2022,Copper,19036.25,7082,2177000000,2177,Water Industry,Water Industry,9.854100335,8.865311633,7.685703061,Water Industry,Water Industry
thames water utilities ltd,2022,Fluoranthene,10.4,7082,2177000000,2177,Water Industry,Water Industry,2.341805806,8.865311633,7.685703061,Water Industry,Water Industry
thames water utilities ltd,2022,"Indeno(1,2,3-cd)pyrene",57.1,7082,2177000000,2177,Water Industry,Water Industry,4.044804117,8.865311633,7.685703061,Water Industry,Water Industry
thames water utilities ltd,2023,Benzo(a)pyrene,39.93,7242,2265000000,2265,Water Industry,Water Industry,3.687127921,8.88765269,7.725330038,Water Industry,Water Industry
thames water utilities ltd,2023,Copper,19097,7242,2265000000,2265,Water Industry,Water Industry,9.857286534,8.88765269,7.725330038,Water Industry,Water Industry
thames water utilities ltd,2023,Fluoranthene,10.4,7242,2265000000,2265,Water Industry,Water Industry,2.341805806,8.88765269,7.725330038,Water Industry,Water Industry
thames water utilities ltd,2023,"Indeno(1,2,3-cd)pyrene",57.1,7242,2265000000,2265,Water Industry,Water Industry,4.044804117,8.88765269,7.725330038,Water Industry,Water Industry
valencia waste management limited,2023,Fluoranthene,0.72132,150,44604000,44.604,Landfill,Non Hazardous Landfill,-0.326672412,5.010635294,3.797823541,Landfill,Non Hazardous Landfill
veolia es (uk) limited,2020,Copper,61.51,9148,935805000,935.805,Waste treatment,Hazardous,4.119199763,9.121290555,6.841407121,Waste treatment,Hazardous
veolia es (uk) limited,2021,Copper,79.3,9043,1040201000,1040.201,Waste treatment,Hazardous,4.373238129,9.109746257,6.947169243,Waste treatment,Hazardous
veolia es (uk) limited,2022,Copper,117.74,9103,1155275000,1155.275,Waste treatment,Hazardous,4.768478804,9.116359309,7.05209369,Waste treatment,Hazardous
veolia es (uk) limited,2023,Copper,234.72,9543,1240847000,1240.847,Waste treatment,Hazardous,5.458393314,9.16356318,7.12354949,Waste treatment,Hazardous
w.t.johnson and sons (huddersfield) ltd,2018,Cypermethrin,0.0197,135,7365290,7.36529,Paper and textiles,Textiles,-3.927136643,4.905274778,1.996778425,Paper and textiles,Textiles
w.t.johnson and sons (huddersfield) ltd,2019,Cypermethrin,0.0124,145,8250427,8.250427,Paper and textiles,Textiles,-4.390058806,4.976733742,2.110264957,Paper and textiles,Textiles
w.t.johnson and sons (huddersfield) ltd,2022,Cypermethrin,0.0292,93,5759208,5.759208,Paper and textiles,Textiles,-3.53358657,4.532599493,1.750799965,Paper and textiles,Textiles
w.t.johnson and sons (huddersfield) ltd,2023,Cypermethrin,0.012,111,7442934,7.442934,Paper and textiles,Textiles,-4.422848629,4.709530201,2.007265126,Paper and textiles,Textiles
westex (carpets) limited,2018,Cypermethrin,0.022,197,19533000,19.533,Paper and textiles,Textiles,-3.816712826,5.283203729,2.972105343,Paper and textiles,Textiles
westex (carpets) limited,2019,Cypermethrin,0.034,193,19734000,19.734,Paper and textiles,Textiles,-3.381394754,5.262690189,2.982343036,Paper and textiles,Textiles
westex (carpets) limited,2020,Cypermethrin,0.032,177,19494000,19.494,Paper and textiles,Textiles,-3.442019376,5.176149733,2.970106726,Paper and textiles,Textiles
westex (carpets) limited,2021,Cypermethrin,0.02,127,16947000,16.947,Paper and textiles,Textiles,-3.912023005,4.844187086,2.830090827,Paper and textiles,Textiles
westex (carpets) limited,2022,Cypermethrin,0.024,81,23784000,23.784,Paper and textiles,Textiles,-3.729701449,4.394449155,3.169013086,Paper and textiles,Textiles
westex (carpets) limited,2023,Cypermethrin,0.034,77,22862000,22.862,Paper and textiles,Textiles,-3.381394754,4.343805422,3.129476144,Paper and textiles,Textiles
yorkshire water services limited,2016,Copper,2038.83,2323,975800000,975.8,Water Industry,Water Industry,7.620131393,7.750614733,6.883257647,Water Industry,Water Industry
yorkshire water services limited,2016,Cypermethrin,4.23,2323,975800000,975.8,Water Industry,Water Industry,1.442201993,7.750614733,6.883257647,Water Industry,Water Industry
yorkshire water services limited,2017,Copper,1426.61,2605,1003100000,1003.1,Water Industry,Water Industry,7.263056279,7.865187954,6.910850484,Water Industry,Water Industry
yorkshire water services limited,2017,Cypermethrin,9.12,2605,1003100000,1003.1,Water Industry,Water Industry,2.210469804,7.865187954,6.910850484,Water Industry,Water Industry
yorkshire water services limited,2018,Copper,1551.05,2681,1026700000,1026.7,Water Industry,Water Industry,7.3466874,7.893945138,6.934105054,Water Industry,Water Industry
yorkshire water services limited,2018,Cypermethrin,4.86,2681,1026700000,1026.7,Water Industry,Water Industry,1.581038438,7.893945138,6.934105054,Water Industry,Water Industry
yorkshire water services limited,2019,Copper,1778.6,2888,1059200000,1059.2,Water Industry,Water Industry,7.483581817,7.9683195,6.965269185,Water Industry,Water Industry
yorkshire water services limited,2019,Cypermethrin,15.27,2888,1059200000,1059.2,Water Industry,Water Industry,2.725890119,7.9683195,6.965269185,Water Industry,Water Industry
yorkshire water services limited,2020,Copper,1322.33,3312,1063400000,1063.4,Water Industry,Water Industry,7.187150611,8.105307516,6.969226601,Water Industry,Water Industry
yorkshire water services limited,2020,Cypermethrin,9.11,3312,1063400000,1063.4,Water Industry,Water Industry,2.209372711,8.105307516,6.969226601,Water Industry,Water Industry
yorkshire water services limited,2021,Copper,1152.41,3707,1101100000,1101.1,Water Industry,Water Industry,7.049610681,8.217978203,7.004064959,Water Industry,Water Industry
yorkshire water services limited,2021,Cypermethrin,9.43,3707,1101100000,1101.1,Water Industry,Water Industry,2.243896097,8.217978203,7.004064959,Water Industry,Water Industry
yorkshire water services limited,2022,Copper,1102.67,3931,1118500000,1118.5,Water Industry,Water Industry,7.00548979,8.276649125,7.019743781,Water Industry,Water Industry
yorkshire water services limited,2022,Cypermethrin,52.83,3931,1118500000,1118.5,Water Industry,Water Industry,3.967079211,8.276649125,7.019743781,Water Industry,Water Industry
yorkshire water services limited,2023,Copper,1057.78,3804,1144700000,1144.7,Water Industry,Water Industry,6.963927651,8.243808424,7.042897873,Water Industry,Water Industry
yorkshire water services limited,2023,Cypermethrin,9.82,3804,1144700000,1144.7,Water Industry,Water Industry,2.284421122,8.243808424,7.042897873,Water Industry,Water Industry
